,Description,Category,Meta_Url
7358,This Consignor Request to Shipment Server PHP Sample Code demonstrates cURL with serialized JSON...,Shipping,https://www.programmableweb.com/sample-source-code/consignor-request-to-shipment-server-php-sample-code
7359,This Lenddo Authentication NodeJS Sample Code describes an authentication method.,Verification,https://www.programmableweb.com/sample-source-code/lenddo-authentication-nodejs-sample-code
7360,This Lenddo Verification PHP Sample Code demonstrates how to create and send a new verification...,Verification,https://www.programmableweb.com/sample-source-code/lenddo-verification-php-sample-code
7361,The Metro Mapper Objective-C Sample Code demonstrates how to integrate local data into iOS apps. It...,Mapping,https://www.programmableweb.com/sample-source-code/metro-mapper-objective-c-sample-code
7362,The Metro Mapper PHP Sample Code demonstrates getting up and running the YourMapper API.,Mapping,https://www.programmableweb.com/sample-source-code/metro-mapper-php-sample-code
7363,The Metro Mapper JavaScript Sample Code demonstrates how to access real time structured JSON to...,Mapping,https://www.programmableweb.com/sample-source-code/metro-mapper-javascript-sample-code
7364,The fastsms Send Message PHP Sample Code demonstratives how to send a message by using a direct...,Messaging,https://www.programmableweb.com/sample-source-code/fastsms-send-message-php-sample-code
7365,The PayRun.io Demo UI App NodeJS Sample Code is a payroll application that demonstrates payment...,Human Resources,https://www.programmableweb.com/sample-source-code/payrunio-demo-ui-app-nodejs-sample-code
7366,The fastsms Get Report PHP Sample Code demonstrates how to obtain a credit report from given time...,Messaging,https://www.programmableweb.com/sample-source-code/fastsms-get-report-php-sample-code
7367,"The fastsms Create User PHP Sample Code demonstrates how to create a user including child name,...",Messaging,https://www.programmableweb.com/sample-source-code/fastsms-create-user-php-sample-code
7368,The fastsms Create Contacts PHP Sample Code demonstrates how to create contacts by initializing...,Messaging,https://www.programmableweb.com/sample-source-code/fastsms-create-contacts-php-sample-code
7369,The fastsms Check Message Status PHP Sample Code demonstrates the status of a message by...,Messaging,https://www.programmableweb.com/sample-source-code/fastsms-check-message-status-php-sample-code
7370,The fastsms Check Credit PHP Sample Code demonstrates how to check credit balance via message.,Messaging,https://www.programmableweb.com/sample-source-code/fastsms-check-credit-php-sample-code
7371,The fastsms PHP Sample Code demonstrates how to integrate SMS features. Sanbox available at https...,Messaging,https://www.programmableweb.com/sample-source-code/fastsms-php-sample-code
7372,"The fastsms PHP SDK can access the API to integrate SMS features into websites, software or CRM. It...",Messaging,https://www.programmableweb.com/sample-source-code/fastsms-php-sdk
7373,"The fastsms .NET Sample Code demonstrates how to integrate SMS functionality into a website,...",Messaging,https://www.programmableweb.com/sample-source-code/fastsms-net-sample-code
7374,The Surfly Cobrowsing Start End Popups Javascript Sample Code demonstrates how to implement a pop...,Browsers,https://www.programmableweb.com/sample-source-code/surfly-cobrowsing-start-end-popups-javascript-sample-code
7375,The Surfly Cobrowsing Third Party Chat Solution Javascript Sample Code demonstrates how to...,Browsers,https://www.programmableweb.com/sample-source-code/surfly-cobrowsing-third-party-chat-solution-javascript-sample-code
7376,The AnyChart Donut Charts JavaScript Sample Code displays the ACME corp apparel sales through...,Charts,https://www.programmableweb.com/sample-source-code/anychart-donut-charts-javascript-sample-code
7377,"The AnyChart Multiple Charts JavaScript Sample Code displays the New Year Parties at ACME corp,...",Charts,https://www.programmableweb.com/sample-source-code/anychart-multiple-charts-javascript-sample-code
7378,The AnyChart Column Chart JavaScript Sample Code displays the top 10 cosmetic products by revenue.,Charts,https://www.programmableweb.com/sample-source-code/anychart-column-chart-javascript-sample-code
7379,"The AnyChart Geo Map JavaScript Sample Code demonstrates a world map's geo data, color scale,...",Charts,https://www.programmableweb.com/sample-source-code/anychart-geo-map-javascript-sample-code
7380,The AnyChart Quick Start Pie JavaScript Sample Code displays the top 5 pancake fillings.,Charts,https://www.programmableweb.com/sample-source-code/anychart-quick-start-pie-javascript-sample-code
7381,The AnyChart Software Sales Dashboard JavaScript Sample Code demonstrates the income of a month in...,Charts,https://www.programmableweb.com/sample-source-code/anychart-software-sales-dashboard-javascript-sample-code
7382,The SherpaDesk Objective-C Sample Code demonstrates how to submit an app to Apple's iOS App...,Customer Service,https://www.programmableweb.com/sample-source-code/sherpadesk-objective-c-sample-code
7383,The IBM Watson Personality Insights Tone Analyzer Java Sample Code demonstrates how to integrate...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-tone-analyzer-java-sample-code
7384,The IBM Watson Personality Insights Android Sample Code demonstrates how to use the Android SDK....,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-android-sample-code
7385,The IBM Watson Personality Insights Tone Analyzer .NET Sample Code demonstrates a tone analyzer...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-tone-analyzer-net-sample-code
7386,The IBM Watson Personality Insights Text to Speech .NET Sample Code demonstrates how to implement...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-text-to-speech-net-sample-code
7387,The IBM Watson Personality Insights Speech to Text .NET Sample Code demonstrates how to integrate...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-speech-to-text-net-sample-code
7388,The IBM Watson Personality Insights Natural Language Understanding .NET Sample Code demonstrates...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-natural-language-understanding-net-sample-code
7389,The IBM Watson Personality Insights Language Translation .NET Sample Code demonstrates how to...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-language-translation-net-sample-code
7390,The IBM Watson Personality Insights Cloud Discovery .NET Sample Code demonstrates how to access...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-cloud-discovery-net-sample-code
7391,The IBM Watson Personality Insights Conversation .NET Sample Code demonstrates context and service...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-conversation-net-sample-code
7392,The Top Bottom Center Python Sample Code demonstrates how to import request to receive JSON...,Politics,https://www.programmableweb.com/sample-source-code/top-bottom-center-python-sample-code
7393,The Databricks Sparkly R Sample Code demonstrates how to use R interface for Apache Spark. Learn...,Big Data,https://www.programmableweb.com/sample-source-code/databricks-sparkly-r-sample-code
7394,The Databricks Spark R Sample Code demonstrates how to use R to combine big data with statistics...,Big Data,https://www.programmableweb.com/sample-source-code/databricks-spark-r-sample-code
7395,The Databricks Java Sample Code demonstrates how to upload and run a Spark JAR file.,Big Data,https://www.programmableweb.com/sample-source-code/databricks-java-sample-code
7396,The Cordial JavaScript Sample Code demonstrates how to use an embedded JavaScript listener.,Messaging,https://www.programmableweb.com/sample-source-code/cordial-javascript-sample-code
7397,The FoodPairing Ingredient Phrase Tagger Python Sample Code demonstrates how to extract structured...,Food,https://www.programmableweb.com/sample-source-code/foodpairing-ingredient-phrase-tagger-python-sample-code
7398,The IBM Watson Personality Insights Unity Sample Code demonstrates how to use the Unity SDK. Learn...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-unity-sample-code
7399,The IBM Watson Personality Insights Swift Sample Code demonstrates how to use the Swift SDK. Learn...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-swift-sample-code
7400,The IBM Watson Personality Insights OpenWhisk Apache C Sample Code demonstrates how to access...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-openwhisk-apache-c-sample-code
7401,The IBM Watson Personality Insights Language Microphone Speech to Text Python Sample Code...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-language-microphone-speech-to-text-python-sample-code
7402,The IBM Watson Personality Insights Language Translator Python Sample Code demonstrates how to...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-language-translator-python-sample-code
7403,The IBM Watson Personality Insights Conversation Python Sample Code demonstrates how to integrate...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-conversation-python-sample-code
7404,The IBM Watson Personality Insights Assistant Python Sample Code demonstrates how to access Watson...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-assistant-python-sample-code
7405,The IBM Watson Personality Insights Text to Speech to Speakers Node.js Sample Code demonstrates how...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-text-to-speech-to-speakers-nodejs-sample-code
7406,The IBM Watson Personality Insights Text to Speech Synhetize Node.js Sample Code demonstrates how...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-text-to-speech-synhetize-nodejs-sample-code
7407,The IBM Watson Personality Insights Visual Recognition Java Sample Code demonstrates how to...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-visual-recognition-java-sample-code
7408,The IBM Watson Personality Insights Natural Language Classifier Java Sample Code demonstrates how...,Customization,https://www.programmableweb.com/sample-source-code/ibm-watson-personality-insights-natural-language-classifier-java-sample-code
7409,The MapQuest Web Traffic Layers JavaScript Sample Code demonstrates how to create a map with...,Mapping,https://www.programmableweb.com/sample-source-code/mapquest-web-traffic-layers-javascript-sample-code
7410,The MapQuest Web Search Ahead JavaScript Sample Code demonstrates how to create a geocoding control...,Mapping,https://www.programmableweb.com/sample-source-code/mapquest-web-search-ahead-javascript-sample-code
7411,The MapQuest Web Directions JavaScript Sample Code demonstrates how to display basic directions....,Mapping,https://www.programmableweb.com/sample-source-code/mapquest-web-directions-javascript-sample-code
7412,The MapQuest Web Geocoding JavaScript Sample Code demonstrates how to display basic geocoding....,Mapping,https://www.programmableweb.com/sample-source-code/mapquest-web-geocoding-javascript-sample-code
7413,The MapQuest Web Maps JavaScript Sample Code demonstrates how to display a map with MapQuest...,Mapping,https://www.programmableweb.com/sample-source-code/mapquest-web-maps-javascript-sample-code
7414,The MapQuest Maps iOS Sample Code demonstrates a basic map view and a basic satellite view. It can...,Mapping,https://www.programmableweb.com/sample-source-code/mapquest-maps-ios-sample-code
7415,The MapQuest Maps Android Sample Code demonstrates a basic map view and a basic satellite view. It...,Mapping,https://www.programmableweb.com/sample-source-code/mapquest-maps-android-sample-code
7416,The MapQuest Observer Navigation iOS Sample Code demonstrates how to receive ETA and traffic...,Mapping,https://www.programmableweb.com/sample-source-code/mapquest-observer-navigation-ios-sample-code
7417,The MapQuest Observer Navigation Android Sample Code demonstrates how to create a route from New...,Mapping,https://www.programmableweb.com/sample-source-code/mapquest-observer-navigation-android-sample-code
7418,The Kaltura Virtual Reality iOS Sample Code demonstrates how to create and setup PlayKit 360 &...,Video,https://www.programmableweb.com/sample-source-code/kaltura-virtual-reality-ios-sample-code
7419,The Kaltura Tracks iOS Sample Code demonstrates how to use the tracks example by working in...,Video,https://www.programmableweb.com/sample-source-code/kaltura-tracks-ios-sample-code
7420,The Kaltura Plugin iOS Sample Code demonstrates how to use the BasicSample.xcodeproj,Video,https://www.programmableweb.com/sample-source-code/kaltura-plugin-ios-sample-code
7421,The Kaltura Play Local Content iOS Sample Code demonstrates how to play local content by using...,Video,https://www.programmableweb.com/sample-source-code/kaltura-play-local-content-ios-sample-code
7422,The Kaltura Apple TV iOS Sample Code demonstrates how to use the PlayKit to create and setup...,Video,https://www.programmableweb.com/sample-source-code/kaltura-apple-tv-ios-sample-code
7423,The Kaltura PlayKit iOS Sample Code demonstrates how to use the playkit in Objective-C.,Video,https://www.programmableweb.com/sample-source-code/kaltura-playkit-ios-sample-code
7424,The Kaltura Offline Swift iOS Sample Code demonstrates how to use the Offline Sample Swift.,Video,https://www.programmableweb.com/sample-source-code/kaltura-offline-swift-ios-sample-code
7425,The Kaltura Live Stats iOS Sample Code demonstrates how to create and setup PlayKit SDK player with...,Video,https://www.programmableweb.com/sample-source-code/kaltura-live-stats-ios-sample-code
7426,The Kaltura Events Registration iOS Sample Code demonstrates how to register to the relevant events.,Video,https://www.programmableweb.com/sample-source-code/kaltura-events-registration-ios-sample-code
7427,The Kaltura Speech Recognition iOS Sample Code demonstrates how to use the Control Video With...,Video,https://www.programmableweb.com/sample-source-code/kaltura-speech-recognition-ios-sample-code
7428,The Kaltura App Analytics iOS Sample Code demonstrates how to use video analytics.,Video,https://www.programmableweb.com/sample-source-code/kaltura-app-analytics-ios-sample-code
7429,The Kaltura iOS Sample Code demonstrates how to add the Kaltura Player-SDK to any project of any...,Video,https://www.programmableweb.com/sample-source-code/kaltura-ios-sample-code
7430,The Kaltura Tracks Selection Android Sample Code demonstrates how to use Tracks Selection with...,Video,https://www.programmableweb.com/sample-source-code/kaltura-tracks-selection-android-sample-code
7431,The Kaltura Media Session Android Sample Code demonstrates how to create and setup PlayKit SDK...,Video,https://www.programmableweb.com/sample-source-code/kaltura-media-session-android-sample-code
7432,The Kaltura Phoenix Analytics Android Sample Code demonstrates how to create and setup...,Video,https://www.programmableweb.com/sample-source-code/kaltura-phoenix-analytics-android-sample-code
7433,The Kaltura Analytics Android Sample Code demonstrates how to create and setup KalturaStats plugin...,Video,https://www.programmableweb.com/sample-source-code/kaltura-analytics-android-sample-code
7434,"The Kaltura Live Stats Android Sample Code demonstrates how to use the KalturaLiveStats, part of...",Video,https://www.programmableweb.com/sample-source-code/kaltura-live-stats-android-sample-code
7435,"The Kaltura Chromecast Android Sample Code demonstrates how to use the ChromecastSample, part of...",Video,https://www.programmableweb.com/sample-source-code/kaltura-chromecast-android-sample-code
7436,The Kaltura Change Media Android Sample Code is a PlayKit that shows how to change media with...,Video,https://www.programmableweb.com/sample-source-code/kaltura-change-media-android-sample-code
7437,The Kaltura Basic Plugin Android Sample Code demonstrates how to create and setup Custom plugin...,Video,https://www.programmableweb.com/sample-source-code/kaltura-basic-plugin-android-sample-code
7438,"The Kaltura App Analytics Android Sample Code demonstrates how to use the AppAnalyticsSample, part...",Video,https://www.programmableweb.com/sample-source-code/kaltura-app-analytics-android-sample-code
7439,The Kaltura TV Android Sample Code demonstrates how to use the first version of AndroidTV Sample.,Video,https://www.programmableweb.com/sample-source-code/kaltura-tv-android-sample-code
7440,The Kaltura Android Sample Code demonstrates how to get started with the development of Kaltura’s...,Video,https://www.programmableweb.com/sample-source-code/kaltura-android-sample-code
7441,"The Vantiv LitleXML CNP Android Payment Sample Code for developers and merchants, demonstrates how...",Payments,https://www.programmableweb.com/sample-source-code/vantiv-litlexml-cnp-android-payment-sample-code
7442,"The Counterparty Server Ruby Sample Code demonstrates how to enable authentication, setting user to...",Bitcoin,https://www.programmableweb.com/sample-source-code/counterparty-server-ruby-sample-code
7443,"The Counterparty Server Go Sample Code demonstrates how to enable authentication, setting user to...",Bitcoin,https://www.programmableweb.com/sample-source-code/counterparty-server-go-sample-code
7444,"The Counterparty Server CSharp Sample Code demonstrates how to enable authentication, setting user...",Bitcoin,https://www.programmableweb.com/sample-source-code/counterparty-server-csharp-sample-code
7445,"The Counterparty Server PHP Sample Code demonstrates how to enable authentication, setting user to...",Bitcoin,https://www.programmableweb.com/sample-source-code/counterparty-server-php-sample-code
7446,"The Counterparty Server Python Sample Code demonstrates how to enable authentication, setting user...",Bitcoin,https://www.programmableweb.com/sample-source-code/counterparty-server-python-sample-code
7447,The Surfly Cobrowsing Metadata Agent Javascript Sample Code demonstrates how to start co-browsing...,Browsers,https://www.programmableweb.com/sample-source-code/surfly-cobrowsing-metadata-agent-javascript-sample-code
7448,The Surfly Cobrowsing CRM Web App Javascript Sample Code demonstrates how to choose which UI...,Browsers,https://www.programmableweb.com/sample-source-code/surfly-cobrowsing-crm-web-app-javascript-sample-code
7449,The Surfly Cobrowsing Audit Log Javascript Sample Code demonstrates how to track your users’...,Browsers,https://www.programmableweb.com/sample-source-code/surfly-cobrowsing-audit-log-javascript-sample-code
7450,The Dog API Image Retrieval Python Sample Code by Caleb Bartlett is a simple Python3 function that...,Entertainment,https://www.programmableweb.com/sample-source-code/dog-api-image-retrieval-python-sample-code-caleb-bartlett
7451,The Bloombox Executor Java Sample Code is a test application that sends authenticated calls to the...,Drugs,https://www.programmableweb.com/sample-source-code/bloombox-executor-java-sample-code
7452,The Surfly Cobrowsing Advanced Landing Page Javascript Sample Code demonstrates how to create a new...,Browsers,https://www.programmableweb.com/sample-source-code/surfly-cobrowsing-advanced-landing-page-javascript-sample-code
7453,"The Surfly Cobrowsing Button Javascript Sample Code demonstrates how to initialize Surfly JS API,...",Browsers,https://www.programmableweb.com/sample-source-code/surfly-cobrowsing-button-javascript-sample-code
7454,The Dynamsoft Document Capture Cloud Java Sample Code demonstrates how to convert image to text by...,OCR,https://www.programmableweb.com/sample-source-code/dynamsoft-document-capture-cloud-java-sample-code
7455,The Dynamsoft Document Capture Cloud iOS Sample Code demonstrates how to convert image to text by...,OCR,https://www.programmableweb.com/sample-source-code/dynamsoft-document-capture-cloud-ios-sample-code
7456,The Dynamsoft Document Capture Cloud Node.js Sample Code demonstrates how to convert image to text...,OCR,https://www.programmableweb.com/sample-source-code/dynamsoft-document-capture-cloud-nodejs-sample-code
7457,The Dynamsoft Document Capture Cloud Ruby Sample Code demonstrates how to convert image to text by...,OCR,https://www.programmableweb.com/sample-source-code/dynamsoft-document-capture-cloud-ruby-sample-code
7458,The Dynamsoft Document Capture Cloud Perl Sample Code demonstrates how to convert image to text by...,OCR,https://www.programmableweb.com/sample-source-code/dynamsoft-document-capture-cloud-perl-sample-code
7459,The Dynamsoft Document Capture Cloud Python Sample Code demonstrates how to convert image to text...,OCR,https://www.programmableweb.com/sample-source-code/dynamsoft-document-capture-cloud-python-sample-code
7460,The Dynamsoft Document Capture Cloud .NET Sample Code demonstrates how to convert image to text by...,OCR,https://www.programmableweb.com/sample-source-code/dynamsoft-document-capture-cloud-net-sample-code
7461,The Dynamsoft Document Capture Cloud Android Sample Code demonstrates how convert image to text by...,OCR,https://www.programmableweb.com/sample-source-code/dynamsoft-document-capture-cloud-android-sample-code
7462,The Dynamsoft Document Capture Cloud PHP Sample Code demonstrates how to use cURL in PHP available...,OCR,https://www.programmableweb.com/sample-source-code/dynamsoft-document-capture-cloud-php-sample-code
7463,The Bloombox Executor Kotlin Sample Code demonstrates how to send authenticated requests to the...,Drugs,https://www.programmableweb.com/sample-source-code/bloombox-executor-kotlin-sample-code
7464,"The Flat Music Scores Python Sample Code demonstrates how to create a new score, access score...",Music,https://www.programmableweb.com/sample-source-code/flat-music-scores-python-sample-code
7465,"The Flat Music Scores PHP Sample Code demonstrates how to create a new score, access score metadata...",Music,https://www.programmableweb.com/sample-source-code/flat-music-scores-php-sample-code
7466,"The Flat Music Scores JavaScript Sample Code demonstrates how to create a new score, access score...",Music,https://www.programmableweb.com/sample-source-code/flat-music-scores-javascript-sample-code
7467,The Flat Account Python Sample Code demonstrates how to get details about the current authenticated...,Music,https://www.programmableweb.com/sample-source-code/flat-account-python-sample-code
7468,The Flat Account PHP Sample Code demonstrates how to get details about the current authenticated...,Music,https://www.programmableweb.com/sample-source-code/flat-account-php-sample-code
7469,The Flat Account JavaScript Sample Code demonstrates how to get details about the current...,Music,https://www.programmableweb.com/sample-source-code/flat-account-javascript-sample-code
7470,The MasterCard Masterpass Express Checkout Flow JavaScript Sample Code demonstrates how to call the...,Credit Cards,https://www.programmableweb.com/sample-source-code/mastercard-masterpass-express-checkout-flow-javascript-sample-code
7471,The MasterCard Masterpass Chatbot Pre-checkout Flow JavaScript Sample Code demonstrates how to...,Credit Cards,https://www.programmableweb.com/sample-source-code/mastercard-masterpass-chatbot-pre-checkout-flow-javascript-sample-code
7472,"The TalkJS Webhook Receiver JavaScript Sample Code demonstrates how to use webhooks, aiming to be...",Messaging,https://www.programmableweb.com/sample-source-code/talkjs-webhook-receiver-javascript-sample-code
7473,The TalkJS React JavaScript Sample Code demonstrates how to use a simple React project using talkjs...,Messaging,https://www.programmableweb.com/sample-source-code/talkjs-react-javascript-sample-code
7474,The TalkJS AngularJS JavaScript Sample Code demonstrates how to use a minimal Angular starter for...,Messaging,https://www.programmableweb.com/sample-source-code/talkjs-angularjs-javascript-sample-code
7475,The Parrot Sequoia Timelapse Python Sample Code demonstrates how to add a simple time-lapse.,Internet of Things,https://www.programmableweb.com/sample-source-code/parrot-sequoia-timelapse-python-sample-code
7476,The Parrot Sequoia List All Properties Python Sample Code demonstrates how to use camera sessions...,Internet of Things,https://www.programmableweb.com/sample-source-code/parrot-sequoia-list-all-properties-python-sample-code
7477,The Parrot Sequoia Download All Images Python Sample Code demonstrates how to use camera object...,Internet of Things,https://www.programmableweb.com/sample-source-code/parrot-sequoia-download-all-images-python-sample-code
7478,The Parrot Sequoia All Cameras Live Python Sample Code demonstrates how to capture and download...,Internet of Things,https://www.programmableweb.com/sample-source-code/parrot-sequoia-all-cameras-live-python-sample-code
7479,The Kubernetes JavaScript Sample Code demonstrates how to implement for server-side use with node...,Application Development,https://www.programmableweb.com/sample-source-code/kubernetes-javascript-sample-code
7480,"The Kubernetes .NET Sample Code demonstrates how to generate client code, run the example, and test...",Application Development,https://www.programmableweb.com/sample-source-code/kubernetes-net-sample-code
7481,The Kubernetes Java Sample Code demonstrates how to a use a client example by using the repo root...,Application Development,https://www.programmableweb.com/sample-source-code/kubernetes-java-sample-code
7482,The Kubernetes Go Sample Code demonstrates how to use cases and functionality for client-go.,Application Development,https://www.programmableweb.com/sample-source-code/kubernetes-go-sample-code
7483,The Kubernetes Python Sample Code demonstrates how to learn the Kubernetes API in Python by using a...,Application Development,https://www.programmableweb.com/sample-source-code/kubernetes-python-sample-code
7484,The Kubernetes MySQL CPlus Sample Code demonstrates how to deploy WordPress and MySQL with...,Application Development,https://www.programmableweb.com/sample-source-code/kubernetes-mysql-cplus-sample-code
7485,"The Kubernetes PHP Sample Code demonstrates how to build and deploy a simple, multi-tier guestbook...",Application Development,https://www.programmableweb.com/sample-source-code/kubernetes-php-sample-code
7486,The getweather.io NodeJS sample code by leovingi demonstrates how to query the getweather.io API...,Weather,https://www.programmableweb.com/sample-source-code/getweatherio-nodejs-sample-code-leovingi
7487,The Open Census Ruby Sample Code demonstrates how to use OpenCensus to record traces for a Sinatra-...,Backend,https://www.programmableweb.com/sample-source-code/open-census-ruby-sample-code
7488,The Open Census PHP Sample Code demonstrates how to record traces for a simple website that...,Backend,https://www.programmableweb.com/sample-source-code/open-census-php-sample-code
7489,"The Open Census Java Sample Code demonstrates how to collects data for video size, break down the...",Backend,https://www.programmableweb.com/sample-source-code/open-census-java-sample-code
7490,The Open Census Go Sample Code demonstrates how to write a Go program instrumented with Open Census.,Backend,https://www.programmableweb.com/sample-source-code/open-census-go-sample-code
7491,The Adobe Audience Manager iOS Sample Code demonstrates how to work with a list of the Audience...,Profiles,https://www.programmableweb.com/sample-source-code/adobe-audience-manager-ios-sample-code
7492,The Adobe Audience Manager Android Sample Code demonstrates how to send signals and retrieve...,Profiles,https://www.programmableweb.com/sample-source-code/adobe-audience-manager-android-sample-code
7493,The Adobe Analytics Dashboard Realtime JavaScript Sample Code demonstrates an Adobe Analytics Real-...,Analytics,https://www.programmableweb.com/sample-source-code/adobe-analytics-dashboard-realtime-javascript-sample-code
7494,The Adobe Sign JavaScript Sample Code is available for download to interact with the API and SDK....,Electronic Signature,https://www.programmableweb.com/sample-source-code/adobe-sign-javascript-sample-code
7495,"The Adobe Sign Java Sample Code demonstrates how to use the OAuth workflow, helper classes, and...",Electronic Signature,https://www.programmableweb.com/sample-source-code/adobe-sign-java-sample-code
7496,The Adobe Acrobat Watermark JavaScript Sample Code demonstrates how to add a watermark to a PDF...,PDF,https://www.programmableweb.com/sample-source-code/adobe-acrobat-watermark-javascript-sample-code
7497,The Adobe Acrobat Collection Demo JavaScript Sample Code demonstrates how to implement a collection...,PDF,https://www.programmableweb.com/sample-source-code/adobe-acrobat-collection-demo-javascript-sample-code
7498,The Adobe Acrobat Call Media Action Script JavaScript Sample Code demonstrates how to call to...,PDF,https://www.programmableweb.com/sample-source-code/adobe-acrobat-call-media-action-script-javascript-sample-code
7499,The Adobe Acrobat AddToolBar Button JavaScript Sample Code demonstrates how to add a tool bar to a...,PDF,https://www.programmableweb.com/sample-source-code/adobe-acrobat-addtoolbar-button-javascript-sample-code
7500,The Adobe Acrobat AddSignature JavaScript Sample Code demonstrates how to add an electronic...,PDF,https://www.programmableweb.com/sample-source-code/adobe-acrobat-addsignature-javascript-sample-code
7501,The Adobe XMP Panel C++ Sample Code demonstrates how to implement intelligence into media....,Intelligence,https://www.programmableweb.com/sample-source-code/adobe-xmp-panel-c-sample-code
7502,The Adobe Photoshop Flickr SnugMug JavaScript Sample Code demonstrates how to connect and retrieve...,Images,https://www.programmableweb.com/sample-source-code/adobe-photoshop-flickr-snugmug-javascript-sample-code
7503,The Adobe Photoshop Events JavaScript Sample Code demonstrates listening to events in Photoshop....,Images,https://www.programmableweb.com/sample-source-code/adobe-photoshop-events-javascript-sample-code
7504,The Adobe Photoshop Dissolve Filter JavaScript Sample Code demonstrates how to replicate the...,Images,https://www.programmableweb.com/sample-source-code/adobe-photoshop-dissolve-filter-javascript-sample-code
7505,The Adobe Photoshop RSS Reader JavaScript Sample Code demonstrates how to use a 3rd party NPM...,Images,https://www.programmableweb.com/sample-source-code/adobe-photoshop-rss-reader-javascript-sample-code
7506,"The Adobe Photoshop Mosaic Node.js Sample Code demonstrates how to use Node.js file I/O, CEP file I...",Images,https://www.programmableweb.com/sample-source-code/adobe-photoshop-mosaic-nodejs-sample-code
7507,The Adobe Premiere Pro Render a Sequence C++ Sample Code demonstrates how to render a sequence...,Video,https://www.programmableweb.com/sample-source-code/adobe-premiere-pro-render-sequence-c-sample-code
7508,The Adobe Premiere Pro Create New Sequences C++ Sample Code demonstrates how to create new video...,Video,https://www.programmableweb.com/sample-source-code/adobe-premiere-pro-create-new-sequences-c-sample-code
7509,The Adobe Premiere Pro Modify Sequence Makers C++ Sample Code demonstrates how to modify a sequence...,Video,https://www.programmableweb.com/sample-source-code/adobe-premiere-pro-modify-sequence-makers-c-sample-code
7510,The Adobe Premiere Pro Preview Source Monitor C++ Sample Code demonstrates how to preview a monitor...,Video,https://www.programmableweb.com/sample-source-code/adobe-premiere-pro-preview-source-monitor-c-sample-code
7511,The Adobe Premiere Pro Import Files C++ Sample Code demonstrates how to import files to create a...,Video,https://www.programmableweb.com/sample-source-code/adobe-premiere-pro-import-files-c-sample-code
7512,The TruSTAR Consume CSV Python Sample Code is a test implementation that converts CSV files into...,Security,https://www.programmableweb.com/sample-source-code/trustar-consume-csv-python-sample-code
7513,This TruSTAR Delete Reports Python Sample Code deletes each report for the enclaves that were...,Security,https://www.programmableweb.com/sample-source-code/trustar-delete-reports-python-sample-code
7514,The TruStar Create Indicators Python Sample Code is a test implementation that retrieves reports...,Security,https://www.programmableweb.com/sample-source-code/trustar-create-indicators-python-sample-code
7515,"The TruSTAR Bulk Upload Python Sample Code processes all files in a directory, extracts text from...",Security,https://www.programmableweb.com/sample-source-code/trustar-bulk-upload-python-sample-code
7516,The Polygon NATS .NET Sample Code demonstrates how to access the API to implement stocks features...,Stocks,https://www.programmableweb.com/sample-source-code/polygon-nats-net-sample-code
7517,The Polygon NATS Python Sample Code demonstrates how to access the API to implement stocks features...,Stocks,https://www.programmableweb.com/sample-source-code/polygon-nats-python-sample-code
7518,The Polygon NATS Java Sample Code demonstrates how to access the API to implement stocks features...,Stocks,https://www.programmableweb.com/sample-source-code/polygon-nats-java-sample-code
7519,The Polygon NATS Ruby Sample Code demonstrates how to access the API to implement stocks features...,Stocks,https://www.programmableweb.com/sample-source-code/polygon-nats-ruby-sample-code
7520,The Polygon NATS PHP Sample Code demonstrates how to access the API to implement stocks features...,Stocks,https://www.programmableweb.com/sample-source-code/polygon-nats-php-sample-code
7521,The Polygon NATS CSharp Sample Code demonstrates how to access the API to implement stocks features...,Stocks,https://www.programmableweb.com/sample-source-code/polygon-nats-csharp-sample-code
7522,The Polygon NATS Go Sample Code demonstrates how to access the API to implement stocks features...,Stocks,https://www.programmableweb.com/sample-source-code/polygon-nats-go-sample-code
7523,The Polygon NATS Node.js Sample Code demonstrates how to access the API to implement stocks...,Stocks,https://www.programmableweb.com/sample-source-code/polygon-nats-nodejs-sample-code
