,Description,Published,Meta_Url
3,Zombie.js aims to be a lightweight framework for testing client-side JavaScript code in a simulated...,10.19.2015,https://www.programmableweb.com/framework/zombiejs-javascript-framework-assaf-arkin
4,The aim of the Karma JavaScript Framework is to bring instant feedback testing to developers. Its...,10.19.2015,https://www.programmableweb.com/framework/karma-javascript-framework-karma-runner
5,CasperJS aims to be a navigation scripting & testing utility for PhantomJS and SlimerJS. The...,10.19.2015,https://www.programmableweb.com/framework/casperjs-javascript-framework-nicolas-perriault
6,PhantomJS aims to be a headless WebKit that is scriptable with a JavaScript API. Its features...,10.19.2015,https://www.programmableweb.com/framework/phantomjs-javascript-framework-ariya-hidayat
7,The State Machine Framework offers developers a standalone javascript micro-framework that provides...,10.19.2015,https://www.programmableweb.com/framework/state-machine-javascript-framework-jake-gordon
8,The AngularJS JavaScript Router Framework by Angular-UI is a de-facto solution to flexible routing...,10.01.2015,https://www.programmableweb.com/framework/angularjs-javascript-router-framework-angular-ui
9,The xCSS JavaScript Framework by Anton Pawlik aims to be a straightforward and object-oriented...,09.29.2015,https://www.programmableweb.com/framework/xcss-javascript-framework-anton-pawlik
10,"The GroundworkCSS Framework allows for developers to use HTML5, CSS and Javascript toolkits. The...",09.25.2015,https://www.programmableweb.com/framework/groundwork-css-framework-groundworkcss
11,"The Unsematic CSS Framework by Nathan Smith aims to be a fluid grid for mobile, tablet, and desktop...",09.25.2015,https://www.programmableweb.com/framework/unsematic-css-framework-nathan-smith
12,The Tuktuk CSS Framework by Javi Jiménez allows for developers to create responsive front-end...,09.25.2015,https://www.programmableweb.com/framework/tuktuk-css-framework-javi-jim%C3%A9nez
13,"The Fluidable CSS Framework by Andri Sigurðsson aims to be a mobile first, responsive grid system....",09.25.2015,https://www.programmableweb.com/framework/fluidable-css-framework-andri-sigur%C3%B0sson
14,The Ink CSS Framework by SAPO aims to be an HTML5/CSS3 framework for design and prototyping.,09.25.2015,https://www.programmableweb.com/framework/ink-css-framework-sapo
15,The Kickoff CSS Framework by Kickoff aims to be a lightweight front-end framework for creating...,09.25.2015,https://www.programmableweb.com/framework/kickoff-css-framework-kickoff
16,The Cascade CSS Framework by John Slegers allows developers to split CSS into seperate files based...,09.25.2015,https://www.programmableweb.com/framework/cascade-css-framework-john-slegers
17,The Jeet CSS Framework by MojoTech aims to be a grid system with the option to integrate fractions...,09.25.2015,https://www.programmableweb.com/framework/jeet-css-framework-mojo-tech
18,The Responsive Broilerplate CSS Framework by fernando monteiro aims to be a lightweight (3kb) cross...,09.25.2015,https://www.programmableweb.com/framework/responsive-broilerplate-css-framework-fernando-monteiro
19,The Susy CSS Framework allows developers to make custom layouts with CSS. The framework requires...,09.25.2015,https://www.programmableweb.com/framework/susy-css-framework-eric-suzzane
20,"The Inuit CSS Framework by Harry Roberts aims to provide a scalable, Sass-based, BEM, OOCSS...",09.25.2015,https://www.programmableweb.com/framework/inuit-css-framework-harry-roberts
21,"TopCoat CSS Framework by TopCoat aims to be a BEM oriented, themeable and responsive framework...",09.25.2015,https://www.programmableweb.com/framework/topcoat-javasctipt-framework-topcoat
22,Vert.x Core is an open source framework for building responsive apps in the Java Virtual Machine (...,09.18.2015,https://www.programmableweb.com/framework/vert.x-core-framework-vert.x
23,The Face++ iOS SDK by Face++ offers interaction with the API in Objective-C language with the goal...,09.10.2015,https://www.programmableweb.com/framework/face-ios-sdk-face
24,This is the Python SDK for Cloud Elements allowing developers to access and integrate the...,08.25.2015,https://www.programmableweb.com/framework/cloud-elements-python-sdk-mobileworks
0,This framework provides access to the Common Works Registration (CWR) through Python. CWR is the...,08.16.2015,https://www.programmableweb.com/framework/common-works-registration-python-framework-weso
1,Crossroads is an Internet of Things framework that aims to simplify big data. It is targeted to...,08.16.2015,https://www.programmableweb.com/framework/crossroads-internet-things-ios-framework-feeney-wireless
2,"Feeney Wireless, known by providing Internet of Things services, recently released Crossroads, a...",08.16.2015,https://www.programmableweb.com/framework/crossroads-internet-things-android-framework-feeney-wireless
3,The PencilBlue Node.js Framework allows developers to access and integrate the functionality of...,07.27.2015,https://www.programmableweb.com/framework/pencilblue-node.js-framework-pencilblue
4,"The Eskimo Node.js Framework allows developers to create Node.js powered APIs, applications, and...",07.27.2015,https://www.programmableweb.com/framework/eskimo-node.js-framework-niftylettuce
5,The Mathjs Node.js and JavaScript Framework provides a math library for Node.js and JavaScript....,07.27.2015,https://www.programmableweb.com/framework/mathjs-node.js-javascript-framework-jos-de-jong
6,The Spring Framework by Spring is a framework that provides developers with models for programming...,07.27.2015,https://www.programmableweb.com/framework/spring-framework-spring
7,TinEye offers reverse image search services to maintain a person's reputation or a brand'...,07.27.2015,https://www.programmableweb.com/framework/tineye-python-library-tineye
8,"The PSK PHP Framework aims to provide tools for routing, API versioning, data transformation,...",07.27.2015,https://www.programmableweb.com/framework/psx-php-framework-psx
9,Meteor JavaScript Framework aims for building modern web applications. The Framework allows for...,07.13.2015,https://www.programmableweb.com/framework/meteor-javescript-framework-meteor
10,The HiFramework is a lightweight PHP framework built to create php applications.,07.13.2015,https://www.programmableweb.com/framework/hiframework-php-framework-diego-mariani
11,"The Wee JavaScript frameworks aims to be a mobile-first CSS framework with reset, base, and Less...",07.13.2015,https://www.programmableweb.com/framework/wee-javascript-framework-wee-power
12,TourCMS Angular.js SDK by TourCMS provides developers an Angular framework to work with the TourCMS...,06.30.2015,https://www.programmableweb.com/framework/tourcms-angular-sdk-tourcms
13,The Cerebral JavaScript Framework aims to be a skeleton framework for application development. The...,06.24.2015,https://www.programmableweb.com/framework/cerebral-javascript-framework-christian-alfoni
14,"The Zikula PHP Framework by Zikula offers a web based application framework, fully extensible by...",06.24.2015,https://www.programmableweb.com/framework/zikula-php-framework-zikula
15,The Symfony PHP Framework by SensioLabs aims to provide a standard foundation for building PHP...,06.24.2015,https://www.programmableweb.com/framework/symfony-php-framework-sensiolabs
16,The BEAR.Resource aims to be a Hypermedia framework that allows for resources to behave as objects...,06.24.2015,https://www.programmableweb.com/framework/bear.resource-php-framework-bear.sunday
17,The BEAR.Sunday PHP Framework aims to be a resource orientated framework with a REST centered...,06.24.2015,https://www.programmableweb.com/framework/bearsunday-php-framework-bearsunday
18,The Furtive CSS JavaScript Framework by Jon Otander is a JavaScript framework that allows for...,06.24.2015,https://www.programmableweb.com/framework/furtive-css-javascript-framework-jon-otander
19,T3 JavaScript Framework aims to be a client-side JavaScript framework for building large-scale web...,06.24.2015,https://www.programmableweb.com/framework/t3-javascript-framework-box
20,The Deployd JavaScript Framework by Deployd aims to be an API building tool that provides ready-...,06.24.2015,https://www.programmableweb.com/framework/deployd-javascript-framework-deployd
21,The iCloudDocumentSync project by iRare Media integrates iCloud into iOS documents. With this...,06.24.2015,https://www.programmableweb.com/framework/iclouddocumentsync-framework-irare-media
22,This Diffbot Client by Diffbot supports Dart programming language interaction with Diffbot APIs.,06.24.2015,https://www.programmableweb.com/framework/diffbot-dart-client-diffbot
23,"The Materialize JavaScript Framework was created and designed by Google, Material Design is a...",06.17.2015,https://www.programmableweb.com/framework/materialize-javascript-framework-materialize
24,"The Mezzanine CMS Django framework provides MVC architecture, ORM, tempting, caching, automatic...",06.17.2015,https://www.programmableweb.com/framework/mezzanine-cms-framework-django-stephenmcd
0,This is a PHP SDK for working with Docker's API. Docker offers an open platform for...,06.17.2015,https://www.programmableweb.com/framework/docker-remote-php-sdk-stage1
1,The Kohana PHP Framework by Kohana is a web development framework that allows for the building of...,06.09.2015,https://www.programmableweb.com/framework/kohana-php-framework-kohana
2,"The Sails framework is a web framework that allows developers to build custom, enterprise-grade...",06.09.2015,https://www.programmableweb.com/framework/sails-node.js-framework-balderdash
3,The Play Java Framework by Play allows for a high-productivity Java web application framework that...,06.09.2015,https://www.programmableweb.com/framework/play-java-framework-play
4,"Phalcon PHP Framework by Phalcon is an open source, full stack framework for PHP written as a C-...",06.09.2015,https://www.programmableweb.com/framework/phalcon-php-framework-phalcon
5,Slim is a PHP micro framework that aims to help developers write web applications and APIs. The...,06.09.2015,https://www.programmableweb.com/framework/slim-php-framework
6,The Sensu Ruby Framework by Sensu is an open source framework that aims to provide a monitoring...,06.09.2015,https://www.programmableweb.com/framework/sensu-ruby-framework-sensu
7,The Flickr iOS framework by David Casserly has been created to access the Flickr API just like the...,06.04.2015,https://www.programmableweb.com/framework/flickr-ios-framework-david-casserly
8,"Cloudmade Geocoding is a system that provides predictive learning, map data enrichment, and...",06.04.2015,https://www.programmableweb.com/framework/cloudmade-geocoding-static-framework-landon-fuller
9,The Cloudmade Geocoding API supports connected car content features such as map portals and driver...,06.04.2015,https://www.programmableweb.com/framework/cloudmade-geocoding-mac-os-framework-apple
10,"PSX is a framework written in PHP to create RESTful APIs. It provides tools to handle routing, API...",05.13.2015,https://www.programmableweb.com/framework/psx-php-framework-christoph-kappestein
11,The Ensembles Core Data iOS Framework by Drew McCormack aims to extend Apple's Core Data...,05.13.2015,https://www.programmableweb.com/framework/ensembles-core-data-ios-framework-drew-mccormack
12,"The iOS Charts Framework by Daniel Cohen Gindideveloping is for both platforms, as the learning...",05.13.2015,https://www.programmableweb.com/framework/ios-charts-framework-daniel-cohen-gindi
13,The ROAD iOS Framework by EPam Systems is a set of reusable components taking advantage of extra...,05.05.2015,https://www.programmableweb.com/framework/road-ios-framework-epam-systems
14,The CocoaLumberJack iOS Framework By CocoaLumberJack is a logging framework for Mac and iOS....,05.05.2015,https://www.programmableweb.com/framework/cocoalumberjack-ios-framework-cocoalumberjack
15,The Mantle iOS Framework by Mantle is a model framework for Cocoa and Cocoa Touch. It is written in...,05.05.2015,https://www.programmableweb.com/framework/mantle-ios-framework-mantle
16,The AFNetworking iOS Framework by AFNetworking is a networking library for iOS and Mac OS X. It...,05.05.2015,https://www.programmableweb.com/framework/afnetworking-ios-framework-afnetworking
17,"The DFImage Manager by Alexander Grebenyuk is an iOS framework for loading, caching, processing,...",05.05.2015,https://www.programmableweb.com/framework/dfimage-manager-alexander-grebenyuk
18,The UiImage iOS Framework by Mad Dog Software has IOS UIImage processing functions using the vDSP/...,05.05.2015,https://www.programmableweb.com/framework/uiimage-ios-framework-mad-dog-software
19,The GPUImage framework is a BSD-licensed iOS library that allows developers to apply GPU-...,05.05.2015,https://www.programmableweb.com/framework/gpuimage-ios-framework-brad-larson
20,"The WURFL is a Device Description Repository (DDR), or framework that enables applications to map...",05.05.2015,https://www.programmableweb.com/framework/wurfl-php-framework-scientiamobile
21,"This Go client is auto generated by Google for use with their APIs, including BigQuery. The...",04.28.2015,https://www.programmableweb.com/framework/google-bigquery-go-sdk-google
22,The AddThis Web Service Framework by AddThis describes the common properties of all the APIs...,04.24.2015,https://www.programmableweb.com/framework/addthis-web-service-framework-addthis
23,RestKit is an Objective-C framework for iOS that aims to make interacting with RESTful web services...,04.17.2015,https://www.programmableweb.com/framework/restkit-ios-framework-restkit
24,The eMobc IOS Framework allows for the development of native apps based in XML.,04.17.2015,https://www.programmableweb.com/framework/emobc-ios-framework-emobc
0,The eMobc Android Framework allows for the creation of native apps based in XML in Android. The...,04.17.2015,https://www.programmableweb.com/framework/emobc-android-framework-emobc
1,The Nimbus is an iOS framework is a whose feature based framework that allows for problem solving...,04.17.2015,https://www.programmableweb.com/framework/nimbus-ios-framework-jeff-verkoeyen
2,The PowerMock is a Java framework that allows you to unit test code normally regarded as untestable...,04.17.2015,https://www.programmableweb.com/framework/powermock-javascript-framework-jayway
3,"The Core Plot is a plotting framework for Mac OS X and iOS. It provides 2D visualization of data,...",04.17.2015,https://www.programmableweb.com/framework/core-plot-ios-framework-core-plot
4,"The Box2D C++ Framework is a 2D rigid body physics engine, written in C++ by Erin Catto. Box2D is...",04.17.2015,https://www.programmableweb.com/framework/box2d-c-framework-box2d
5,The TouchXML Framework is an iOS framework written in Objective-C as a replacement for Cocoa's...,04.17.2015,https://www.programmableweb.com/framework/touchxml-ios-framework-touchcode
6,The Facebook React Native Framework by Facebook allows developers to build quality applications on...,04.17.2015,https://www.programmableweb.com/framework/facebook-react-native-framework-facebook
7,The Gem Bitcoin Python Library by BitVault allows developers to integrate the Gem Bitcoin API'...,04.17.2015,https://www.programmableweb.com/framework/gem-bitcoin-python-library-bitvault
8,The Sauce Labs PHP Framework provides automated application testing. The SDK is written in PHP.,04.15.2015,https://www.programmableweb.com/framework/sauce-labs-php-framework-sauce-labs
9,The USA ePAY Perl Framework by CPAN is an online payment framework for USA ePay and a generic...,04.15.2015,https://www.programmableweb.com/framework/usa-epay-perl-framework-cpan
10,The Wepay Python Framework by Wepay allows developers to build on their API and add payments into...,04.10.2015,https://www.programmableweb.com/framework/wepay-python-framework-wepay
11,"Use this JavaScript SDK from Acision to add video and voice calling, messaging, content sharing,...",04.07.2015,https://www.programmableweb.com/framework/forge-javascript-sdk-acision
12,The OAuth Django Framework by eofs makes it easy for developers to access the OAuth API using the...,04.07.2015,https://www.programmableweb.com/framework/oauth-django-framework-eofs
13,The Ionic Javascript Framework by Ionicis a HTML5 native app development framework that allows...,04.03.2015,https://www.programmableweb.com/framework/ionic-javascript-framework-ionic
14,"The Yii PHP Framework by Yii is a free, open source project released under the terms of the BSD...",04.03.2015,https://www.programmableweb.com/framework/yii-php-framework-yii
15,A PERL SDK for interfacing with SendGrid's SMTP API. This SDK provides a wrapper for custom...,03.21.2015,https://www.programmableweb.com/framework/sendgrid-smtp-perl-sdk-sendgrid-perl
16,The Google Affiliate Network Java Library allows developers to integrate Google Affiliate Network...,03.11.2015,https://www.programmableweb.com/framework/google-affiliate-network-java-library
17,"The Skeleton framework allows developers a framework for smaller, responsive CSS projects that don...",03.05.2015,https://www.programmableweb.com/framework/skeleton-css-framework
18,Use this framework for building iOS and OSX App.net applications. The framework offers 100% App.net...,02.06.2015,https://www.programmableweb.com/framework/app.net-objective-c-framework
19,This Python language framework allows interaction between Django model interface and Twitter API...,02.02.2015,https://www.programmableweb.com/framework/django-twitter-api-0.2.1-framework
20,"The LifePics service provides photo finishing and printing, including online storage and sharing of...",01.26.2015,https://www.programmableweb.com/framework/lifepics-android-sdk
21,Kraken is a framework in Node.js language that assists in the application development process with...,01.07.2015,https://www.programmableweb.com/framework/krakenjs-framework
22,Laravel is a framework in PHP language that invites developers to contribute for continuous...,01.07.2015,https://www.programmableweb.com/framework/laravel-php-framework
23,Dogpatch is a framework designed to test HTTP-accessible APIs. The package is written in PHP using...,12.23.2014,https://www.programmableweb.com/framework/dogpatch-php-framework
24,Gisgraphy is a framework that helps users integrate geocoding services into their Java applications...,12.22.2014,https://www.programmableweb.com/framework/gisgraphy
0,This library allows developers using Solaris to create their Bloomberg API with Perl. Solaris...,12.17.2014,https://www.programmableweb.com/framework/bloomberg-solaris-perl-library
1,Rest.li is an end to end framework optimal for building RESTful APIs. Some of the features of this...,12.17.2014,https://www.programmableweb.com/framework/rest.li-java-framework
2,"Java API for RESTful Services (JAX-RS) started as part of the Gen incubator, a community of...",12.17.2014,https://www.programmableweb.com/framework/jax-rs-java-framework
3,Django REST framework in Python language aims to facilitate the creation of Web APIs. The...,12.17.2014,https://www.programmableweb.com/framework/django-python-framework
4,Flask is a micro framework for Python supported by a BSD license. The documentation available on...,12.17.2014,https://www.programmableweb.com/framework/flask-python-framework
5,Microsoft ASP.NET Web API is a framework in .NET language that aims to facilitate HTTP building...,12.17.2014,https://www.programmableweb.com/framework/microsoft-asp.net-web-api-framework
6,Sinatra is an open source framework in Ruby. It is a domain-specific language that aims to...,12.17.2014,https://www.programmableweb.com/framework/sinatra-ruby-framework
7,Fortune.js is a framework in Node.js language. This framework can prototype hypermedia APIs with...,12.17.2014,https://www.programmableweb.com/framework/fortune.js-framework
8,Expressjs.com is a framework in Node.js language. Thanks to the resources available that include an...,12.17.2014,https://www.programmableweb.com/framework/express.js-framework
9,"Eskimo is a framework that helps developers construct Node.js powered APIs, online retail stores,...",12.02.2014,https://www.programmableweb.com/framework/eskimo-node.js-framework
10,"The Freedomotic Framework is an open-source, flexible, and secure development framework. It's...",11.27.2014,https://www.programmableweb.com/framework/freedomotic-framework
11,"Zend is a Framework on PHP. Some of the features include security, modularity, and community. To...",11.24.2014,https://www.programmableweb.com/framework/zend-framework
12,Restlet is a framework on Java. Some of the steps to interact with Restlet include concepts related...,11.24.2014,https://www.programmableweb.com/framework/restlet-framework
13,"SproutCore is an open source framework on JavaScript. The origins of SproutCore go back to 2007,...",11.24.2014,https://www.programmableweb.com/framework/sproutcore-framework
14,"Datumbox Machine Learning Framework is written Java, which enables the development of Machine...",11.21.2014,https://www.programmableweb.com/framework/datumbox-framework
15,Cake PHP is a framework that aims to build web applications with less code. Simplicity and easiness...,11.21.2014,https://www.programmableweb.com/framework/cake-php-framework
16,Guzzle is a framework on PHP HTTP that allows to interact with web services. Guzzle's...,11.21.2014,https://www.programmableweb.com/framework/guzzle-framework
17,Flight is a micro-framework on PHP that allows developers to create RESTful applications. Flight...,11.21.2014,https://www.programmableweb.com/framework/flight-framework
18,"Fat-Free is a framework on PHP. To develop applications, users can refer to the guide available on...",11.21.2014,https://www.programmableweb.com/framework/fat-free-framework
19,Sencha Touch is an HTML5 framework that helps to create mobile applications targeted to businesses...,11.21.2014,https://www.programmableweb.com/framework/sencha-touch-framework
20,Atoms Neurospeech is a JavaScript framework inspired from Flex and Silverlight. Atoms offers one...,11.20.2014,https://www.programmableweb.com/framework/atoms-neurospeech-framework
21,Rico is a framework on JavaScript that aims to ease interactive web application development. Drag-...,11.20.2014,https://www.programmableweb.com/framework/rico-framework
22,Prototype is an object-oriented framework on Javascript. It aims to facilitate web applications...,11.20.2014,https://www.programmableweb.com/framework/prototype-framework
23,Sencha Ext is a framework on Javascript that can be used to build business mobile applications....,11.20.2014,https://www.programmableweb.com/framework/sencha-ext-framework
24,Dojo toolkit 1.10 is an HTML5 framework on Javascript for mobile application development. This...,11.20.2014,https://www.programmableweb.com/framework/dojo-toolkit-framework
0,"Chaplin is a framework on Javascript that uses the Backbone.js library. With Chaplin, web...",11.20.2014,https://www.programmableweb.com/framework/chaplin-framework
1,Sammy is a framework on Javascript. It is 16K compressed and 5.2 compressed and gzipped. This...,11.13.2014,https://www.programmableweb.com/framework/sammy-framework
2,"Can is a framework on Javascript. It aims to build applications that are flexible, powerful, and...",11.13.2014,https://www.programmableweb.com/framework/can-javascript-framework
3,"Backbone is a framework on Javascript. It connects events, collections, and functions to existent...",11.13.2014,https://www.programmableweb.com/framework/backbone-framework
4,"Written in Java and Android compatible, Licas allows you to build service-based networks. All of...",11.13.2014,https://www.programmableweb.com/framework/licas-framework
5,PyGtalkRobot is a Google Talk bot framework written in Python. This framework requires the user to...,11.13.2014,https://www.programmableweb.com/framework/pygtalkrobot-google-talk-python-framework
6,Derby.js is a framework designed for developers to create collaborative real time web applications...,11.05.2014,https://www.programmableweb.com/framework/derby.js-framework
7,The Zendesk framework can be utilized to construct robust Zendesk-themed apps with the help of...,10.17.2014,https://www.programmableweb.com/framework/zendesk-framework
8,"Connect IQ a platform for third-party developers to create apps for Garmin products, and the...",10.17.2014,https://www.programmableweb.com/framework/garmin-connect-iq-sdk
9,This Ruby on Rails gem allows developers to easily integrate Algolia into object relational mapping...,10.13.2014,https://www.programmableweb.com/framework/algolia-rails-client
10,"Feed.Fm offers Unity SDK, a kit that wraps the REST API for the Unity environment. Developers can...",09.17.2014,https://www.programmableweb.com/framework/feed.fm-unity-sdk
11,"The Splunk developer platform consists of three primary components: Splunkd, the engine; Splunk Web...",09.17.2014,https://www.programmableweb.com/framework/splunk-php-sdk
12,GuildWars2::API is a PERL library that provides a set of standard interfaces for interacting with...,09.07.2014,https://www.programmableweb.com/framework/guildwars2api
13,"GW2API by Frugghi is an Objective-C framework for accessing the Guild Wars 2 API, especially for...",09.06.2014,https://www.programmableweb.com/framework/gw2api-frugghi
14,Durmand Priory is a framework written in Objective-C for accessing the Guild Wars 2 API. All of the...,09.06.2014,https://www.programmableweb.com/framework/durmand-priory
15,React is a JavaScript framework that helps developers build user interfaces. It can easily serve as...,09.05.2014,https://www.programmableweb.com/framework/react-javascript-framework
16,Ember-Runtime is a framework that provides core functions for Ember including cross-platform...,09.05.2014,https://www.programmableweb.com/framework/ember-javascript
17,"Google provides AngularJS, a framework that can help developers to extend an application in HTML...",09.05.2014,https://www.programmableweb.com/framework/angularjs
18,Meteor is a service that allows users to build web applications. Some features of Meteor include...,09.05.2014,https://www.programmableweb.com/framework/meteor-javascript-framework
19,"Bottle is a Python Web Framework. With Bottle users can request calls, receive support for mako,...",08.27.2014,https://www.programmableweb.com/framework/bottle
20,"Tornado is a framework developed at FriendFeed, a feed created with friends' news, articles,...",08.27.2014,https://www.programmableweb.com/framework/tornado
21,"Giotto is a framework based on the model, view and controllers (MVC) concept. Some of the...",08.27.2014,https://www.programmableweb.com/framework/giotto
22,The Nav SDK by Cloudmade is designed for developers to implement customizable tools into mobile...,08.21.2014,https://www.programmableweb.com/framework/cloudmade-nav-sdk
23,easyXDM is a JavaScript framework that enables easy cross-domain messaging and JavaScript API...,08.20.2014,https://www.programmableweb.com/framework/easyxdm-framework
24,Grape is a RESTful micro-framework that allows developers to build simple APIs in Ruby. With built...,08.18.2014,https://www.programmableweb.com/framework/grape
0,Zillow API in Cake allows developers to access the Zillow API using the CakePHP development...,08.11.2014,https://www.programmableweb.com/framework/zillow-api-cake
1,"restify is a small framework that borrows from express, used to build RESTful web services in Node....",07.31.2014,https://www.programmableweb.com/framework/restify
2,Express is a minimal node.js web application framework. It offers developers a full set of features...,07.30.2014,https://www.programmableweb.com/framework/express
3,Hapi is a server framework for Node.js originally created by Walmart Labs. It is designed as a...,07.30.2014,https://www.programmableweb.com/framework/hapi
4,FMEngine is an Objective-C framework created for the Last.fm API. The framework doesn't parse...,07.24.2014,https://www.programmableweb.com/framework/fmengine
5,lastfm-sharp is an open-source .NET interface to the Last.fm API. It comes with proxy support and...,07.24.2014,https://www.programmableweb.com/framework/lastfm-sharp
6,Flickraw is a Ruby library that provides an interface to the Flickr API. Data returned through the...,07.23.2014,https://www.programmableweb.com/framework/flickraw
7,The PRINTR3D PHP Wrapper is designed to allow developers to easily integrate their PHP web...,07.20.2014,https://www.programmableweb.com/framework/printr3d-php-wrapper
8,FlickrKit is a library written in iOS Objective-C to help developers access the Flickr API. It is...,07.13.2014,https://www.programmableweb.com/framework/flickrkit
9,ObjectiveFlickr is a framework for implementing the Flickr API in Objective-C. ObjectiveFlickr was...,07.13.2014,https://www.programmableweb.com/framework/objectiveflickr
10,The very first Hacklang framework. It takes the best of the language and bring it to your...,07.08.2014,https://www.programmableweb.com/framework/fastuc
11,The OpenBR project has produced a new language for image recognition used to express algorithms....,07.06.2014,https://www.programmableweb.com/framework/openbr
12,Node IMDB API is a Node.js interface to the Unofficial IMDB API. It provides developers with a non-...,06.21.2014,https://www.programmableweb.com/framework/node-imdb-api
13,The DocuSign Mobile SDK for iOS allows developers to integrate Digital Transaction Management...,06.04.2014,https://www.programmableweb.com/framework/docusign-mobile-sdk
14,"This .NET SDK provides easy access to the Google Data APIs. It supports services like YouTube,...",05.29.2014,https://www.programmableweb.com/framework/google-data-apis-.net-sdk
15,Famo.us is an open source JavaScript framework for mobile applications. The best known feature of...,05.21.2014,https://www.programmableweb.com/framework/famo.us
16,Crafted.Twitter is compromised of an ASP .Net web form and MVC HTMLhelper extension to help...,05.21.2014,https://www.programmableweb.com/framework/crafted.twitter
17,Zend Framework 2 is an open source object oriented framework for developing web applications in PHP...,05.16.2014,https://www.programmableweb.com/framework/zend-framework-2
18,Spring Application Framework provides connection support and API binding for Twitter.,05.10.2014,https://www.programmableweb.com/framework/spring.net-social-extension-twitter
19,Simple ASP code library supporting the Twitter API v 1.1,05.09.2014,https://www.programmableweb.com/framework/asp-twitter
20,The Twitter iOS framework provides developers with framework examples for iOS5+ and iOS6+,05.09.2014,https://www.programmableweb.com/framework/ios-twitter-framework
21,FRAPI is an API Open Source RESTful API Framework consisting of two specific parts: The...,04.29.2014,https://www.programmableweb.com/framework/frapi
22,"Recess is a RESTful, full-stack PHP framework designed to support both experienced and beginning...",04.29.2014,https://www.programmableweb.com/framework/recess
23,"Tonic is an open-source RESTful web App PHP micro-framework. Features include URI annotations,...",04.28.2014,https://www.programmableweb.com/framework/tonic
24,Epiphany is a micro PHP framework meant to be clean and RESTful. It is designed to be simple yet...,04.28.2014,https://www.programmableweb.com/framework/epiphany
0,Slim is a lightweight micro framework that developers can use to build web applications and RESTful...,04.28.2014,https://www.programmableweb.com/framework/slim-php-framework-slim
1,Includes Spring Social's core service provider connect framework and web support.,11.30.2011,https://www.programmableweb.com/framework/spring-social-core
2,The 140dev Twitter Framework is a free source code library containing a Twitter database server for...,04.01.2011,https://www.programmableweb.com/framework/140dev-twitter-framework
3,Zend Framework based client for the Twilio API. Still in the first stages of development. Expect...,01.03.2011,https://www.programmableweb.com/framework/twilio-client-zend-framework
4,"An overview and introduction to an open source project, Facebook.NET, a framework optimized for...",07.23.2008,https://www.programmableweb.com/framework/facebook.net-open-source-facebook
